Artist,Year,Popularity
Aranda,2008,38.0
Arbour,2019,65.0
Arcade Fire,2010,65.0
Arcadia,1985,24.0
Arcando,2019,13.0
Arcangel,2006,29.0
Arcangel,2008,58.333333333333336
Arcangel,2009,1.0
Arcangel,2012,0.0
Arcangel,2015,0.0
Arcangel,2016,69.0
Arcangel,2018,51.0
Arcangel,2019,60.93333333333333
Archie Eversole,2002,0.0
Architrackz,2019,52.25
Arcis,2017,41.0
Arctic Monkeys,2006,62.0
Arctic Monkeys,2007,66.0
Arctic Monkeys,2009,52.0
Arctic Monkeys,2011,58.0
Arctic Monkeys,2013,79.0
Ardian Bujupi,2019,52.0
Arena,2015,32.0
Aretha Franklin,1964,45.0
Aretha Franklin,1967,54.0
Aretha Franklin,1983,2.0
Aretha Franklin,2015,10.0
Argui,2019,32.0
Ari Lennox,2016,42.125
Ari Lennox,2019,56.57142857142857
Ariana Grande,2013,67.0
Ariana Grande,2014,35.125
Ariana Grande,2016,66.42857142857143
Ariana Grande,2017,22.5
Ariana Grande,2018,49.611111111111114
Ariana Grande,2019,74.05263157894737
Ariel Pink,2010,57.0
Ariel Ramírez,2016,0.0
Ariel T,2019,46.0
Aries,2018,53.0
Arin Ray,2019,59.0
Aristic,2019,23.0
Arizona Zervas,2017,47.0
Arizona Zervas,2018,73.33333333333333
Arizona Zervas,2019,78.91666666666667
Arjuna Oakes,2019,26.5
Arlissa,2018,65.0
Arlo Parks,2019,51.0
Arman Cekin,2016,44.0
Armand Van Helden,2012,0.0
Armand Van Helden,2018,13.0
Armando,2019,30.0
Armando Infante,2019,33.0
Armin van Buuren,2013,40.57142857142857
Armin van Buuren,2014,28.285714285714285
Armin van Buuren,2015,20.5
Armin van Buuren,2016,25.0
Armin van Buuren,2017,21.0
Armin van Buuren,2018,52.25
Armin van Buuren,2019,51.22222222222222
Armin van Buuren,2020,8.0
Arno Cost,2014,0.0
Arnold Palmer,2019,38.0
AronChupa,2018,63.0
AronChupa,2019,61.0
Around The Way,2017,2.0
Arrested Development,1992,0.0
Arrested Youth,2018,54.0
Arrested Youth,2019,49.0
Arston,2014,0.0
Art Aguilera,2018,0.0
Art Of Dying,2011,49.0
Art Of Dying,2015,54.0
Art Of Dying,2019,39.0
ArtOfficial,2011,31.0
Arthur Conley,2005,60.0
Artifacts,1994,54.5
Artigeardit,2019,56.0
Artin,2018,19.0
Artists for Peace and Justice,2020,44.0
Artury Pepper,2015,0.0
Artury Pepper,2018,0.0
Aruhtra,2019,35.0
Arva,2019,36.5
Arvo to me,2018,48.0
Arythma,2009,36.0
Aryue,2019,36.0
As Bahias e a Cozinha Mineira,2019,40.0
As I May,2017,31.0
As Tequileiras do Funk,2014,13.0
Asaf Avidan & the Mojos,2012,14.0
Ascii.Disko,2003,0.0
Asfalto Rec,2020,43.0
Ashanti,2002,66.0
Ashanti,2003,37.5
Ashe,2019,47.5
Asher Knight,2019,42.0
Ashes Remain,2011,54.0
Ashes to Embers,2019,33.0
Ashford & Simpson,1984,54.0
Ashim,2018,0.0
Ashim,2019,27.0
Ashlee Simpson,2004,54.0
Ashley O,2019,70.0
Ashley Slater,2018,20.0
Ashley Tisdale,2007,43.5
Ashley Tisdale,2019,56.0
Ashlie Amber,2019,31.0
Asia,1982,19.6
Asilo 38,2001,32.0
Asilo 38,2016,25.0
Asking Alexandria,2013,44.0
Asking Alexandria,2019,59.0
Aslove,2017,3.0
Asmarani,2019,34.0
Aso,2018,38.5
Assemblage 23,2012,33.0
Aston Martinez,2005,5.0
Astrid S,2015,17.5
Astrid S,2016,7.0
Astrid S,2019,63.75
Astrojaxx,2019,42.0
Ata Kak,2015,42.0
AtellaGali,2017,0.0
Atlanta Rhythm Section,1976,54.0
Atlanta Rhythm Section,1978,42.0
Atlantic Starr,1987,59.0
Atlas,2019,40.0
Atlas For Infinity,2019,19.0
Atlas Genius,2013,42.5
Atlas Genius,2015,52.0
Atlas Genius,2019,46.0
Atlas in Motion,2020,40.0
Atmosphere,2008,56.0
Atreyu,2018,57.0
Attom,2017,28.0
Attom,2019,44.0
Au/Ra,2018,62.666666666666664
Au/Ra,2019,58.0
Au5,2014,0.0
Audax,2019,42.75
Audible Mainframe,2013,0.0
Audien,2013,31.0
Audien,2018,63.0
Audien,2019,56.0
Audio Storm,2018,5.0
Audioslave,2002,65.0
Audioslave,2005,69.0
Audrey,2019,49.0
Audrey Mika,2019,63.0
August Alsina,2013,61.0
August Roads,2019,32.0
August Wahh,2019,33.0
Aunty Social,2020,43.0
Auralist,2019,26.0
Austin & Lindsey Adamec,2018,31.0
Austin Mahone,2014,62.666666666666664
Austin Mahone,2016,3.0
Austin Moon,2012,52.0
Austin Moon,2015,65.0
Austin P. McKenzie,2019,31.0
Austin Pettit,2019,29.5
Australia United,2015,0.0
Autoerotique,2018,44.0
Autograf,2015,20.5
Auxxk,2016,18.0
Auxxk,2017,34.666666666666664
Ava Max,2018,80.28571428571429
Ava Max,2019,75.07692307692308
Ava Raiin,2017,5.0
AvaGrace,2019,34.0
Avail Hollywood,2011,32.0
Avalon,2012,34.0
Avant,2003,56.0
Avazesa,2019,23.0
Avenged Sevenfold,2013,64.0
Aventura,2002,73.0
Aventura,2005,71.33333333333333
Aventura,2006,58.0
Aventura,2009,71.0
Aventura,2019,73.0
Avenza,2019,49.0
Average White Band,1974,53.0
Averdeck,2019,33.0
Avi Ness,2014,24.0
Avicii,2010,9.0
Avicii,2011,35.57142857142857
Avicii,2012,43.8
Avicii,2013,48.294117647058826
Avicii,2014,42.25
Avicii,2015,32.5
Avicii,2017,56.55555555555556
Avicii,2018,6.0
Avicii,2019,71.375
Avinash Kalra,2019,20.0
Avine Vinny,2019,59.0
Aviscerall,2019,58.0
Avoure,2019,54.0
Avril Lavigne,2002,77.0
Avril Lavigne,2004,68.0
Avril Lavigne,2007,41.5
Avril Lavigne,2011,14.0
Avril Lavigne,2013,5.0
Awake At Last,2019,26.0
Awaker,2019,20.0
Awich,2020,43.0
Awnix & Toobaï,2019,30.0
Awon,2015,42.0
AxLi,2018,38.666666666666664
AxLi,2019,34.5
Axel Boy,2019,33.0
Axel Johansson,2018,54.0
Axel White,2020,14.0
Axero,2019,50.0
Axian,2018,43.0
Axollo,2018,14.0
Axwell,2005,37.5
Axwell,2009,6.0
Axwell,2013,2.0
Axwell /\ Ingrosso,2015,13.75
Axwell /\ Ingrosso,2017,46.875
Axwell /\ Ingrosso,2018,2.0
Aya Nakamura,2019,72.4
AyiTe,2019,11.0
Aymee Nuviola,2019,44.0
Ayo & Teo,2017,38.0
Ayo Jay,2016,60.0
Aystar,2018,54.0
Az Yet,1996,48.0
Azad,2017,40.0
Azerkd,2019,18.0
Azet,2016,50.25
Azet,2017,50.5
Azet,2019,74.0
Azide,2019,43.0
Azul Violeta,1996,50.0
Azzi Memo,2017,36.0
Azzy,2019,43.0
B Mus,2018,39.0
B Wise,2019,46.0
B-MEN,2019,36.0
B-Movie,2016,0.0
B.B. King,2001,2.0
B.City Crew,2005,0.0
B.G.,1999,47.0
B.o.B,2010,61.333333333333336
B.o.B,2011,0.0
B.o.B,2012,40.0
B0nds,2019,44.0
B2K,2002,53.0
B2K,2004,65.0
B3 The Third,2018,37.0
BAARD,2019,42.0
BABY-T,2019,21.0
BADBADNOTGOOD,2017,38.0
BANKS,2013,57.0
BANKS,2016,0.42857142857142855
BANKS,2019,60.0
BANNERS,2016,6.0
BANNERS,2017,74.0
BAYNK,2016,3.0
BAYNK,2019,48.0
BB Brunes,2007,32.0
BB Diamond,2015,24.0
BB Nobre,2019,42.5
BCX,2015,37.0
BEAM,2019,41.0
BEATSMASH,2019,42.0
BEATSMASH,2020,38.0
BENEE,2019,73.0
BENNIK,2018,37.0
BIMONTE,2019,36.0
BIR,2018,31.0
BJ The Chicago Kid,2016,38.0
BJ The Chicago Kid,2017,49.0
BJ The Chicago Kid,2019,59.0
BLACHA,2018,55.0
BLACHA,2019,54.0
BLACKPINK,2017,2.0
BLACKPINK,2018,64.33333333333333
BLACKPINK,2019,69.66666666666667
BLAEKER,2018,3.0
BLENDER,2019,34.0
BLO,2010,31.0
BLR,2019,49.0
BLVK JVCK,2019,49.0
BLVK SWVN,2019,39.0
BOARCROK,2015,10.0
BOBBY,2016,0.0
BONES,2014,33.0
BONES,2015,8.333333333333334
BONES,2017,33.0
BONES,2018,30.6
BONES,2019,42.833333333333336
BONES UK,2018,6.0
BONIK,2020,34.0
BONNIE X CLYDE,2017,45.0
BONNIE X CLYDE,2019,7.0
BORCREW,2019,57.75
BRADO,2020,62.0
BRAN,2020,25.0
BRKLYN,2018,20.0
BROCKBEATS,2018,45.0
BROCKHAMPTON,2017,56.90909090909091
BROCKHAMPTON,2019,78.45454545454545
BROHUG,2019,41.0
BROMYGO,2019,26.0
BRÅVO,2019,37.0
BTNG,2017,25.0
BTS,2015,0.0
BTS,2016,1.5
BTS,2017,67.0
BTS,2018,75.0
BTS,2019,78.44444444444444
BUNT.,2014,39.0
BUNT.,2016,49.0
BURNS,2012,0.0
BURNS,2013,0.0
BVDGE,2019,39.0
BVNDIDOS,2019,32.0
BVNDIT,2019,59.0
BYNON,2015,24.0
Baani Sandhu,2019,62.0
Baauer,2013,62.0
Baauer,2018,50.0
Baba Saad,2014,26.0
Baba Saad,2017,22.0
Baby Bash,2003,40.0
Baby Blue,2017,34.0
Baby D.,2002,18.5
Baby Doll,2008,0.0
Baby Huey & The Baby Sitters,1971,50.0
Baby K,2019,67.0
Baby Keem,2019,83.0
Baby Lores,2011,1.0
Baby Ranks,2008,13.0
Baby Rasta,2009,60.0
Baby Rasta & Gringo,2004,54.0
Baby Rasta & Gringo,2015,58.5
Baby Rasta & Gringo,2019,59.333333333333336
Babyface,1986,12.0
Babyface,1989,39.5
Babyface,1991,19.0
Babyface,1992,39.0
Babyface,1993,26.5
Babyface,1996,45.25
Babyface,2003,34.5
Babyface,2006,0.0
Babyface,2007,22.0
Babyface,2008,0.0
Babyshambles,2007,36.0
Bacanos,2013,0.0
Bachman-Turner Overdrive,1973,1.0
Bachman-Turner Overdrive,1974,68.0
Bachman-Turner Overdrive,1998,1.0
Bachman-Turner Overdrive,2003,1.0
Bacilos,2001,68.0
Bacilos,2002,69.0
Bacilos,2006,60.0
Bacilos,2019,61.0
Backstreet Boys,2001,76.0
Backstreet Boys,2019,59.0
Backyard Babies,2019,41.0
Bad Actor,2019,33.0
Bad Apples,2019,21.0
Bad Boys The Original Motion Picture Soundtrack,2012,0.0
Bad Bunny,2016,13.0
Bad Bunny,2017,51.857142857142854
Bad Bunny,2018,62.975
Bad Bunny,2019,88.38461538461539
Bad Company,1974,29.333333333333332
Bad Company,1975,31.714285714285715
Bad Dreams,2015,5.0
Bad English,1989,64.0
Bad Feelings,2016,20.0
Bad Gyal,2019,70.66666666666667
Bad Meets Evil,2011,1.3333333333333333
Bad Seed Rising,2014,23.0
Bad Suns,2014,62.0
Bad Suns,2015,0.0
Bad Suns,2016,52.666666666666664
Bad Suns,2019,48.0
Bad Wolves,2018,44.333333333333336
Bad Wolves,2019,62.5
Badflower,2018,3.0
Badflower,2019,61.0
Badpojken,2017,47.0
Badpojken,2019,41.0
Badrapper,2019,5.0
Badshah,2018,37.0
Badshah,2019,71.0
Bahamas,2009,63.0
Bahamas,2013,10.0
Bahjat,2019,62.0
Bailey Crego,2019,29.0
Bailo,2018,0.0
Bakar,2019,67.0
Bakermat,2013,54.0
Bakermat,2016,52.0
Bakermat,2017,58.5
Bakermat,2019,59.5
Balduin,2016,37.0
Balduin,2019,23.0
Bali Bandits,2019,46.0
Ballin Entertainment,2008,0.0
Balti,2019,46.0
Baltimora,2010,51.0
Bamba Lamer,2018,54.0
Bamboo,2004,51.0
Banana Club,2020,46.0
BananaLemon,2018,29.0
Bananarama,1986,6.0
Bancali,2018,0.0
Band Of Skulls,2014,44.0
Band&dos,2018,6.0
Banda Zeta,2007,57.0
Banes World,2016,56.5
Banes World,2017,68.0
Bani Muñoz,2013,13.0
Bankrol Hayden,2019,51.0
Bankrol Hayden,2020,67.0
Bankroll Mafia,2016,27.5
Banoffee,2015,33.0
Bantu,2018,34.0
Banx & Ranx,2019,57.0
Barbie's Cradle,1999,46.0
Barbie's Cradle,2001,41.0
Barclay James Harvest,2017,37.0
Barcode Brothers,2000,46.0
Bardeux,1988,15.0
Barenaked Ladies,1998,69.0
Barnes Blvd.,2018,62.0
Barney Artist,2016,41.5
Barney Artist,2018,43.0
Barns Courtney,2015,4.0
Barns Courtney,2019,52.0
Barrio Sónico,2020,30.0
Bart & Baker,2013,42.5
Bart & Baker,2014,20.0
Bart & Baker,2017,36.666666666666664
Bart & Baker,2018,40.0
Bart B More,2019,36.666666666666664
Bascur,2014,22.0
Basic Black,1990,19.0
Basixx,2018,2.5
Basixx,2019,54.0
Bass Modulators,2016,25.0
Bass Patrol,2004,21.0
Bassjackers,2014,15.125
Bassjackers,2015,27.0
Bassjackers,2016,18.333333333333332
Bassjackers,2017,1.0
Bassjackers,2019,43.7
Basta,2006,35.25
Basta,2007,28.0
Basta,2010,34.5
Basta,2013,27.0
Basta,2014,24.0
Basta,2016,39.5
Bastian Steven,2019,30.5
Bastian Steven,2020,8.0
Bastille,2013,49.25
Bastille,2014,46.5
Bastille,2016,50.0
Bastille,2018,66.0
Bastille,2019,63.0
Battle Tapes,2012,44.0
Bauhaus,1986,41.0
Baustelle,2017,43.0
Baxter Dury,2014,16.0
Bay City Rollers,1993,31.0
Bayonne,2017,0.0
Bayza,2019,24.0
Bazzi,2018,78.0
Bazzi,2019,45.0
Bazzi vs.,2018,46.0
Bazzi vs.,2019,55.0
Be Vis,2018,65.0
Be Vis,2019,51.333333333333336
Bea Miller,2018,73.0
Bea Miller,2019,68.0
Beach Bunny,2020,52.0
Beach House,2010,54.0
Beach House,2015,38.333333333333336
Beamon,2018,23.0
Beanie Sigel,2005,51.0
Bearson,2018,53.0
Beartooth,2014,64.0
Beartooth,2018,60.0
Beastie Boys,1986,46.0
Beastie Boys,1994,47.5
Beasts With No Name,2016,28.0
Beat Dealer,2019,44.0
Beat Dragons,2019,34.0
Beatamines,2018,0.0
Beathunterz,2018,37.0
Beatriz Luengo,2011,59.0
Beau Diako,2019,39.5
Beaumont,2019,44.0
Beaumont,2020,35.0
Bebe,2004,59.0
Bebe & Cece Winans,1993,33.0
Bebe & Cece Winans,2007,44.0
Bebe Rexha,2016,62.0
Bebe Rexha,2017,44.5
Bebe Rexha,2018,69.71428571428571
Bebe Rexha,2019,77.0
Beck,1994,68.0
Beck,2002,45.0
Beck,2017,59.0
Beckett,2016,37.0
Becky G,2014,65.0
Becky G,2015,48.5
Becky G,2016,59.0
Becky G,2017,44.666666666666664
Becky G,2018,76.85714285714286
Becky G,2019,73.55555555555556
Becky Hill,2019,64.0
Becky Hill,2020,68.0
Becoming Young,2019,38.0
Bedoes,2019,65.77777777777777
Bee Gees,1973,0.0
Bee Gees,1978,14.0
Beenie Man,2000,53.0
Beenie Man,2005,46.0
Beeskov,2019,31.75
Before Us All,2019,19.0
Behind Clouds,2018,59.0
Behmer,2019,49.0
Beko,2019,49.0
Belanova,2003,56.0
Belanova,2006,54.0
Belanova,2010,39.0
Belanova,2014,34.666666666666664
Belinda Carlisle,2013,70.0
Bell Biv DeVoe,1990,43.5
Bell Biv DeVoe,2000,4.0
Bell Biv DeVoe,2002,26.25
Bell Biv DeVoe,2005,0.3333333333333333
Bell Biv DeVoe,2012,0.0
Bell Biv DeVoe,2014,8.0
Bell Biv DeVoe,2015,0.0
Bell Biv DeVoe,2019,36.0
Bella Thorne,2011,40.0
Bella Thorne,2012,47.0
Bellecour,2019,38.0
Belly,2016,48.0
Belly,2017,37.0
Beltek,2015,16.0
Belve,2018,7.0
Bely Basarte,2017,37.0
Bembeya Jazz National,1976,5.0
Bemti,2019,33.0
Ben Böhmer,2019,50.0
Ben Esser,2019,41.0
Ben Folds Five,1997,56.0
Ben Harper,1997,25.0
Ben Harper And The Innocent Criminals,2016,37.0
Ben Henchman,2019,40.0
Ben Howard,2011,8.0
Ben Howard,2014,63.0
Ben Khan,2014,34.0
Ben Lee,2006,0.0
Ben Platt,2019,60.0
Ben Rainey,2019,29.0
Ben Remember,2019,32.0
Ben Yoo Suk,2019,8.0
Ben Zaidi,2019,32.0
Benita,2017,29.0
Benjah,2017,26.0
Benjamin Booker,2014,40.0
Benjamin Clementine,2014,43.0
Benjamin Clementine,2016,48.0
Benjamin Francis Leftwich,2014,48.0
Benjamin Hav,2020,48.5
Benjamín Amadeo,2019,58.0
Benji & Fede,2019,62.333333333333336
Benny Benassi,2011,37.0
Benny Benassi,2013,0.0
Benny Benassi,2016,29.0
Benny Benassi,2017,37.0
Benny Berigan,2009,41.0
Benny Jamz,2019,60.666666666666664
Benny Jamz,2020,57.0
Benny Mardones,1980,51.0
Beny Moré,1965,40.0
Beny Moré,2008,36.0
Berbal La 4 Verde,2016,0.0
Beret,2019,70.0
Bergs,2016,1.0
Berhana,2016,65.0
Berlin,1999,70.0
Berlin,2007,60.0
Berner,2019,65.0
Berry Juice,2019,36.0
Bertholet,2018,49.666666666666664
Bertie Higgins,2014,46.0
Besomorph,2019,44.0
Bespoke Dude,2019,30.0
Beteo,2019,48.0
Beth Hart,2015,42.0
Beto Cuevas,2019,44.0
Betoko,2018,4.0
Betta Lemme,2019,39.0
Betty Moon,2019,21.0
Betty Who,2017,50.0
Betty Who,2019,37.0
Betty Wright,1972,58.0
Betty Wright,1988,44.5
Betty Wright,2002,41.0
Beverlay,2013,39.0
Beverly,2019,31.0
Beware Of Darkness,2013,11.0
Bex,2019,36.0
Beyoncé,2003,69.0
Beyoncé,2007,72.0
Beyoncé,2008,71.4
Beyoncé,2011,75.0
Beyoncé,2014,68.33333333333333
Beyoncé,2016,69.0
Beyoncé,2019,66.5
Beéle,2019,47.5
Bhad Bhabie,2018,70.0
Bhavi,2018,14.25
Bhavi,2019,54.285714285714285
Bia Ferreira,2019,37.0
Biagio Antonacci,2019,47.0
Bibio,2019,39.0
Biboulakis,2014,40.0
Biff Byford,2019,40.0
Big Ali,2008,31.0
Big Audio Dynamite,1987,30.0
Big Baby Tape,2018,54.0
Big Big Train,2012,30.0
Big Big Train,2017,30.0
Big Boi,2008,39.0
Big Boi,2010,27.0
Big Boi,2012,23.0
Big Boi,2017,1.0
Big Boy,2006,71.0
Big Brother & The Holding Company,1968,67.0
Big Bub,1992,8.666666666666666
Big Daddy Kane,1989,33.0
Big Dope P,2013,0.0
Big Gigantic,2016,59.0
Big Havi,2019,57.0
Big K.R.I.T.,2017,41.30769230769231
Big K.R.I.T.,2019,58.0
Big Kuntry King,2008,33.0
Big L,1995,53.0
Big L,2000,0.0
Big Matt,2012,45.0
Big Mike,1994,28.0
Big Moe,1999,31.5
Big Moe,2000,0.0
Big Moe,2002,7.0
"Big Moe featuring D-Gotti, Noke D & D-Wreck",2000,0.0
Big Moe featuring E.S.G. & Big Pokey,2000,0.0
Big Moe featuring Ronnetta Spencer,2000,0.0
Big Moe featuring Z-Ro,2000,0.0
Big Pokey,1999,24.666666666666668
Big Pokey,2002,12.0
Big Pun,1999,61.666666666666664
Big Pun,2009,43.5
Big Sean,2014,59.0
Big Sean,2015,36.666666666666664
Big Sean,2017,44.0
Big Sean,2019,74.0
Big Soto,2019,58.5
Big Star,2009,32.0
Big Steve,2000,10.0
Big Thief,2019,61.666666666666664
Big Time Rush,2010,59.0
Big Tymers,2000,24.0
Big Tymers,2002,38.0
Big Tymers,2007,1.0
Big Wild,2017,62.0
Big Wild,2019,64.0
Big Yamo,2012,0.0
Big Yamo,2013,2.0
"Big Yamo, Vato 18K Feat. Bigal L Jake",2013,0.0
Bigenesis,2019,26.0
Bigg Rich,2015,33.0
Bigg Robb,2009,26.0
Bigg Robb,2012,34.0
Biig Piig,2018,45.0
Biig Piig,2019,48.0
Bilal,2001,27.0
Bilal,2019,37.0
Bildjan,2019,38.0
Bileo,2014,42.0
Bill $Aber,2018,44.0
Bill $Aber,2019,26.0
Bill Callahan,2011,48.0
Bill Callahan,2019,47.0
Bill Conti,2006,4.0
Bill Evans,2012,30.5
Bill Medley,1987,20.0
Bill Withers,1971,76.0
Bill Withers,1972,63.0
Bill Withers,2013,47.0
Billie Eilish,2017,77.0
Billie Eilish,2018,62.0
Billie Eilish,2019,87.58064516129032
Billy Bragg,1998,60.0
Billy Bueffer,2019,60.0
Billy Idol,1982,30.666666666666668
Billy Idol,1983,53.75
Billy Idol,1985,52.0
Billy Idol,2008,0.0
Billy Idol,2011,5.0
Billy Joel,1973,37.5
Billy Joel,1977,63.6
Billy Joel,1978,56.0
Billy Joel,1980,66.0
Billy Joel,1983,77.0
Billy Joel,1985,0.0
Billy Joel,1989,73.0
Billy Joel,2001,69.0
Billy Joel,2010,33.0
Billy Kenny,2014,41.0
Billy Marchiafava,2019,54.5
Billy Preston,1974,2.0
Billy Raffoul,2019,59.0
Billy Soul Bonds,2006,32.0
Billy Squier,1981,37.8
Billy Squier,2005,55.0
Billy Talent,2006,65.0
Billy Talent,2012,51.0
Billy Talent,2019,56.0
Billy Vera & The Beaters,2002,43.0
Bimoud,2018,31.0
Bingo Players,2011,20.5
Bingo Players,2012,1.0
Bingo Players,2013,28.0
Bingo Players,2014,0.0
Binoy,2019,43.5
Biometrix,2018,47.0
Bipo Montana,2019,46.333333333333336
Birdman,2006,49.0
Birdman,2008,0.0
Birdman,2009,56.0
Birdy,2011,54.0
Birdy,2014,75.0
Birdy,2015,66.0
Birdy,2016,56.0
Bishop Briggs,2017,60.0
Bishop Briggs,2019,52.0
Bisken,2019,46.0
Bit Funk,2016,29.0
Bizarrap,2019,62.36363636363637
Bizzey,2018,30.5
Bizzey,2019,47.5
Bjonr,2015,2.0
Björk,1995,58.5
Bjørn Riis,2014,0.0
Bjørn Riis,2017,0.0
Bl4ck,2020,34.0
Blac Youngsta,2019,54.333333333333336
Black Bonzo,2007,0.0
Black Box,1990,52.0
Black Coast,2017,30.0
Black Joe Lewis & The Honeybears,2011,2.0
Black Josh,2014,40.0
Black Moon,1993,46.5
Black Paisley,2018,34.0
Black Pistol Fire,2015,56.0
Black Pumas,2019,58.0
Black Rebel Motorcycle Club,2001,58.0
Black Sabbath,1970,43.6
Black Sabbath,1971,0.0
Black Sabbath,1972,0.0
Black Sabbath,1973,0.0
Black Sabbath,1976,0.0
Black Sabbath,1980,1.0
Black Sabbath,2005,0.0
Black Sabbath,2008,0.0
Black Sabbath,2009,2.0
Black Sabbath,2014,15.0
Black Sabbath,2016,35.0
Black Star Riders,2019,33.0
Black Stone Cherry,2006,38.0
Black Stone Cherry,2011,55.666666666666664
Black Stone Cherry,2014,49.0
Black Stone Cherry,2019,41.0
Black Strobe,2012,0.0
Black Swan,2020,28.0
Black Tiger Sex Machine,2015,26.0
Black Veil Brides,2013,37.0
Black Veil Brides,2019,60.0
Black girl,1994,16.0
BlackRoy,2019,61.0
Blackalicious,2002,51.0
Blackcode,2019,31.166666666666668
Blackfield,2004,41.0
Blackfield,2018,26.0
Blackfoot,1979,54.0
Blackfoot,2017,35.0
Blacklite District,2013,0.0
Blacklite District,2017,53.0
Blacklite District,2019,42.0
Blacknuss,1996,26.0
Blackstreet,1994,14.777777777777779
Blackstreet,1996,57.0
Blackstreet,1999,29.0
Blackstreet,2003,22.25
Blackstreet,2004,27.0
Blackstreet,2009,39.0
Blacktop Mojo,2017,54.0
Blacktop Mojo,2019,37.5
Blahzay Blahzay,1996,46.0
Blair Woods,2019,27.0
Blake Anthony,2019,32.0
Blake Rose,2019,69.0
BlakkStar,2019,49.0
Blanca,2015,40.0
Blanche J,2017,40.0
Blanco Brown,2019,52.0
Blanke,2019,46.666666666666664
Blanks,2020,49.0
Blaque,1995,18.0
Blaque,1999,41.0
Blasterjaxx,2013,15.0
Blasterjaxx,2014,17.25
Blasterjaxx,2015,25.666666666666668
Blasterjaxx,2016,29.0
Blasterjaxx,2017,32.5
Blasterjaxx,2018,41.0
Blasterjaxx,2019,47.92857142857143
Blaze U,2019,36.0
Bleachers,2014,59.0
Bleeke,2017,43.0
Bleeker,2016,56.0
Blessid Union Of Souls,1999,50.0
Bleu Toucan,2016,58.0
Blevins,2019,34.0
Blind Ego,2016,31.0
Blind Melon,1992,73.0
Blinders,2018,48.0
Blinders,2019,39.666666666666664
Bloc Party,2005,63.0
BlocBoy JB,2018,79.0
Block B,2014,0.0
Block B - BASTARZ,2015,50.0
Block Scholars,2018,27.0
Blonde,2014,55.0
Blonde,2015,43.0
Blondie,1978,51.5
Blondie,1981,70.0
Blondie,1998,55.0
Blondie,1999,69.0
Blondie,2017,47.0
Blood Orange,2013,63.0
BloodPop®,2019,35.0
Bloodhound Gang,1999,11.0
Bloodlights,2017,0.0
Bloodshot216,2019,36.0
Blow Money Fast,2016,23.0
Blu,2007,33.0
Blu,2019,34.0
Blu & Exile,2012,36.0
Blu Cantrell,2001,60.0
Blue Hawaii,2013,24.0
Blue Swede,1973,75.0
Blue Swede,2014,62.0
Blue Wednesday,2016,34.0
Blue Wednesday,2018,41.0
Blue Wednesday,2019,55.0
Blue Öyster Cult,1972,5.5
Blue Öyster Cult,1976,32.8
Blue Öyster Cult,1977,31.0
Blue Öyster Cult,1981,55.5
Blue Öyster Cult,2000,20.5
Blue Öyster Cult,2005,1.0
Bluedoom,2018,56.333333333333336
Blueface,2018,78.0
Blueface,2019,56.333333333333336
Blueprint,2019,37.0
Blues Image,1970,19.0
Blues Saraceno,2014,48.5
Blues Saraceno,2015,49.0
BluntOne,2018,47.0
Blur,1997,74.0
Blur,1998,66.0
Blur,2000,66.0
Blur,2015,38.0
Blutengel,2001,0.0
Blvck O,2017,14.0
Blvckross,2017,0.0
Blvk,2017,56.0
Bo Saris,2014,1.0
BoA,2018,36.0
Boaz,2010,0.0
Bob Dylan,1963,59.0
Bob Dylan,1965,71.0
Bob Dylan,1966,61.0
Bob Dylan,1973,73.0
Bob Gordon,2019,44.0
Bob Marley & The Wailers,1975,70.0
Bob Marley & The Wailers,2014,11.0
Bob Marley & The Wailers,2016,10.0
Bob Moses,2018,54.0
Bob Moses,2019,2.0
Bob Mould,1989,36.0
Bob Seger,1969,15.0
Bob Seger,1978,44.666666666666664
Bob Sinclar,2007,0.0
Bob Sinclar,2013,27.0
Bob Welch,1977,51.0
Bobbie Gentry,1967,54.0
"Bobby ""Blue"" Bland",1974,58.0
"Bobby ""Blue"" Bland",1985,38.0
Bobby Brown,1988,33.38095238095238
Bobby Brown,1989,39.0
Bobby Brown,1992,8.333333333333334
Bobby Brown,1993,9.5
Bobby Brown,1997,22.0
Bobby Brown,2005,12.0
Bobby Brown,2006,16.0
Bobby Brown,2007,25.0
Bobby Brown,2009,26.0
Bobby Brown,2014,39.0
Bobby Delante,2007,10.0
Bobby Delante,2008,0.0
Bobby Shmurda,2014,74.0
Bobby V.,2005,67.0
Boca Paila,2018,26.0
Boca Paila,2019,38.0
Bodine,2019,34.0
Bodybangers,2017,37.0
Boef,2017,57.0
Boehm,2016,5.0
Bogenhausen,2019,34.0
Boh Doran,2019,30.0
Bohdi,2017,27.0
Bohdi,2020,44.0
Bohemia,2019,64.0
Bohnes,2015,66.0
Bokassa,2019,29.0
Bokki,2018,56.0
Bolier,2015,19.333333333333332
Bolier,2018,54.0
Bolier,2019,30.5
Bomba Estéreo,2015,60.0
Bomba Estéreo,2016,72.0
Bomba Estéreo,2019,50.0
Bombay Bicycle Club,2019,45.0
Bombs Away,2016,39.0
Bombs Away,2018,39.0
Bombs Away,2019,45.0
Bombus,2019,35.0
Bomfunk MC's,2012,8.0
Bon Iver,2011,70.0
Bon Iver,2016,59.0
Bon Iver,2019,68.0
Bon Jovi,1984,69.0
Bon Jovi,1986,21.923076923076923
